,name,host_id,host_name,borough,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,host_total_listings,availability_365,availability_flag,likely_daily_earnings,review_month,review_day,price_bin,estimated_revenue
2388,Spacious & Stylish 2br-Prime Williamsburg Hot Spot,1240820,Triny,Brooklyn,Williamsburg,40.71787,-73.95585,Entire home/apt,295,2,114,2019-07-05,1.59,3,79,Low (<=180),15.635000000000002,July,Friday,$200-300,11257.2
2389,One family  house sublet August 1st to August 31,6602545,Eleni,Brooklyn,South Slope,40.66812,-73.99022,Private room,160,30,1,2019-06-19,1.0,2,39,Low (<=180),5.333333333333333,June,Wednesday,$150-200,57600.0
2390,ENORMOUS Artsy 2BR in trendy LES!,2078796,Andy,Manhattan,Chinatown,40.71634,-73.99031,Entire home/apt,399,2,2,2016-09-19,0.05,1,0,Low (<=180),0.665,September,Monday,$300-500,478.80000000000007
2391,Dream Apartment - Greenwich Village,7020798,Light,Manhattan,Greenwich Village,40.73104,-73.99957,Entire home/apt,150,12,16,2019-03-16,0.22,1,35,Low (<=180),1.1,March,Saturday,$100-150,4752.0
2392,nice room in bedstuy M,6885157,Randy,Brooklyn,Bedford-Stuyvesant,40.68322,-73.95085,Private room,60,1,142,2019-06-13,1.95,15,321,High (>180),3.9000000000000004,June,Thursday,$50-100,1404.0
2393,True West Village Experience-1 Bdrm,7022451,Deborah,Manhattan,Greenwich Village,40.72948,-73.99957,Entire home/apt,219,6,45,2018-09-11,0.64,1,188,High (>180),4.672,September,Tuesday,$200-300,10091.52
2394,Room in Great Loft - Fun/Convenient,4393626,Aaron,Manhattan,Chelsea,40.7433,-73.99832,Private room,119,4,106,2019-06-17,1.47,2,23,Low (<=180),5.831,June,Monday,$100-150,8396.64
2395,Skylight Apartment Williamsburg,306825,Jesse,Brooklyn,Williamsburg,40.7132,-73.96798,Entire home/apt,190,4,1,2014-09-22,0.02,1,0,Low (<=180),0.12666666666666665,September,Monday,$150-200,182.4
2396,PRIVATE BEDROOM IN COMFY & CHIC UWS APT!,7041410,Jeffrey,Manhattan,Upper West Side,40.79475,-73.976,Private room,140,5,90,2019-06-30,1.37,1,16,Low (<=180),6.3933333333333335,June,Sunday,$100-150,11508.000000000002
2397,Artists' Haven in Williamsburg,4855335,Laura,Brooklyn,Williamsburg,40.70894,-73.94135,Private room,125,2,4,2018-08-23,0.08,1,364,High (>180),0.3333333333333333,August,Thursday,$100-150,240.0
2398,Your West Village NYC 1 Bdm Apt,7055547,Tege,Manhattan,West Village,40.73532,-74.00448,Entire home/apt,144,4,27,2017-01-01,0.39,1,0,Low (<=180),1.872,January,Sunday,$100-150,2695.6800000000003
2399,1 Bdrm Apt  2 blocks to subway 15 mins to Midtown,2135948,Giovanni,Queens,Astoria,40.76788,-73.92334,Entire home/apt,100,1,102,2019-07-03,1.73,1,33,Low (<=180),5.766666666666667,July,Wednesday,$50-100,2076.0
2400,Great Room and Private Bathroom,7073209,Jackie,Brooklyn,Fort Greene,40.68846,-73.97567,Private room,115,2,57,2019-06-30,2.67,2,288,High (>180),10.235,June,Sunday,$100-150,7369.200000000001
2401,West Village Penthouse-terrace/view,2214774,Ben And Jess,Manhattan,West Village,40.73305,-74.00412,Entire home/apt,1899,7,18,2015-10-09,0.28,1,0,Low (<=180),17.724,October,Friday,1000+,44664.48
2402,"1 Bedroom, Near Subway, Wash Hts",3003533,Jeff,Manhattan,Washington Heights,40.84346,-73.94471,Entire home/apt,110,29,10,2018-08-20,0.14,1,205,High (>180),0.5133333333333334,August,Monday,$100-150,5359.200000000001
2403,Greenwich Village 1BR Fantastic Apt,430826,Dee,Manhattan,West Village,40.73384,-74.00462,Entire home/apt,140,14,51,2018-01-31,0.7,1,298,High (>180),3.266666666666666,January,Wednesday,$100-150,16464.0
2404,Private spacious studio,2687920,Ikk,Manhattan,Morningside Heights,40.80777,-73.96703,Entire home/apt,94,2,1,2018-10-27,0.12,1,3,Low (<=180),0.376,October,Saturday,$50-100,270.71999999999997
2405,beautiful ROOM in a DREAM APARTMENT,7089676,Michel Fabrice,Manhattan,Midtown,40.75728,-73.97152,Private room,50,1,49,2017-12-30,0.91,1,14,Low (<=180),1.5166666666666666,December,Saturday,<50,546.0
2406,Sunny Williamsburg Artist's Loft,7090408,Paco & Pamela,Brooklyn,Williamsburg,40.70706,-73.95071,Entire home/apt,131,4,68,2019-06-16,1.06,1,5,Low (<=180),4.628666666666667,June,Sunday,$100-150,6665.280000000001
2407,Two Bedrooms and Private Bathroom,7073209,Jackie,Brooklyn,Fort Greene,40.68809,-73.97578,Private room,175,2,5,2019-03-10,0.13,2,334,High (>180),0.7583333333333333,March,Sunday,$150-200,546.0
2408,Perfect House for the Whole Family,7092157,Dennis,Brooklyn,Kensington,40.64342,-73.97851,Entire home/apt,299,3,4,2017-07-30,0.06,1,321,High (>180),0.598,July,Sunday,$200-300,645.84
2409,Studio in the Heart of Soho,7096964,Chris,Manhattan,SoHo,40.72098,-73.99869,Entire home/apt,145,30,12,2018-11-30,0.17,1,342,High (>180),0.8216666666666668,November,Friday,$100-150,8874.0
2410,Superstar Manhattan Apt - Harlem,5230482,Anthony,Manhattan,Harlem,40.82612,-73.95216,Entire home/apt,145,2,64,2019-07-02,0.91,1,132,Low (<=180),4.398333333333333,July,Tuesday,$100-150,3166.8
2411,Beautiful 1BR: Heart of the Village,5444717,Jonathan,Manhattan,Greenwich Village,40.72805,-73.99871,Entire home/apt,175,2,2,2016-09-04,0.03,1,0,Low (<=180),0.17500000000000002,September,Sunday,$150-200,126.0
2412,2 Bedroom Apartment in the East Village,6714376,Alec,Manhattan,Gramercy,40.73227,-73.98451,Private room,109,5,5,2018-07-27,0.07,1,22,Low (<=180),0.25433333333333336,July,Friday,$100-150,457.80000000000007
2413,A real home on the UWS.,5435074,Deborah,Manhattan,Upper West Side,40.80274,-73.96459,Private room,150,1,28,2019-05-23,0.51,1,364,High (>180),2.5500000000000003,May,Thursday,$100-150,918.0
2414,Renovated 2 Bedroom (Hells Kitchen) TIME SQUARE,7112116,Ty,Manhattan,Hell's Kitchen,40.76248,-73.98597,Entire home/apt,399,3,108,2019-06-22,1.51,2,351,High (>180),20.083000000000002,June,Saturday,$300-500,21689.64
2415,PROSPECT HEIGHTS LARGE PRIVATE ROOM,1785016,Martin,Brooklyn,Crown Heights,40.67396,-73.96083,Private room,48,25,4,2015-04-03,0.06,1,311,High (>180),0.096,April,Friday,<50,864.0
2416,BROWNSTONE BROOKLYN'S FINEST in NYC,2015914,Majar,Brooklyn,Bushwick,40.68799,-73.91677,Private room,75,3,73,2018-12-08,1.0,8,341,High (>180),2.5,December,Saturday,$50-100,2700.0
2417,NYC - CLINTON HILL - FURNISHED ROOM,7130382,Walter,Brooklyn,Clinton Hill,40.68371,-73.96461,Private room,55,1,3,2015-12-20,0.06,2,343,High (>180),0.11,December,Sunday,$50-100,39.599999999999994
2418,Spacious Guest Room in Brownstone,7136700,Michelle,Brooklyn,Crown Heights,40.67782,-73.95386,Private room,75,3,107,2019-07-02,1.7,4,255,High (>180),4.25,July,Tuesday,$50-100,4590.0
2419,GORGEOUS SUNNY LOFT w/ 15 WINDOWS,7138163,Ruby,Manhattan,East Village,40.72353,-73.99059,Entire home/apt,465,30,11,2019-05-29,0.18,1,273,High (>180),2.79,May,Wednesday,$300-500,30132.0
2420,Less than a minute from the Metro,7120328,Kiriko,Brooklyn,Prospect-Lefferts Gardens,40.65833,-73.94819,Entire home/apt,151,1,173,2019-07-05,2.36,1,213,High (>180),11.878666666666666,July,Friday,$150-200,4276.32
2421,"Large, Quiet, Sunny 1 Bedroom Condo Williamsburg",7139147,Hank,Brooklyn,Williamsburg,40.71063,-73.96774,Entire home/apt,199,3,6,2018-04-21,0.08,1,12,Low (<=180),0.5306666666666666,April,Saturday,$150-200,573.12
2422,nice room in bedstuy K,6885157,Randy,Brooklyn,Bedford-Stuyvesant,40.68325,-73.94975,Private room,45,1,117,2019-05-30,1.61,15,236,High (>180),2.415,May,Thursday,<50,869.4000000000001
2423,Huge Sunny Apt Hip/Family Area,772862,Jesse,Brooklyn,Clinton Hill,40.68645,-73.96587,Entire home/apt,160,3,24,2019-05-18,0.33,1,365,High (>180),1.7600000000000002,May,Saturday,$150-200,1900.8000000000002
2424,"Sunny Rm #3, Air Conditioner, Park,Express Q train",2478675,Gina,Brooklyn,Flatbush,40.65393,-73.95845,Private room,36,1,173,2019-06-29,2.38,5,360,High (>180),2.856,June,Saturday,<50,1028.1599999999999
2425,Nice cozy apartment by Central Park,7169746,Patricia,Manhattan,Upper East Side,40.77444,-73.95908,Entire home/apt,235,2,10,2019-05-26,0.2,1,345,High (>180),1.5666666666666669,May,Sunday,$200-300,1128.0
2426,"Modern, Steps to Subway - Sleeps 4",7178784,Peter,Brooklyn,Bedford-Stuyvesant,40.6844,-73.9489,Entire home/apt,225,4,5,2016-01-01,0.07,1,365,High (>180),0.525,January,Friday,$200-300,756.0000000000001
2427,Spacious Bright 2B Apt East Village,7183070,Vanessa,Manhattan,East Village,40.72188,-73.9816,Entire home/apt,300,3,19,2019-01-31,0.27,1,0,Low (<=180),2.7,January,Thursday,$200-300,2916.0000000000005
2428,"Cozy, friendly, 3 min from subway!",3571821,Andy & Friends,Brooklyn,Bedford-Stuyvesant,40.69081,-73.95627,Shared room,35,5,120,2018-01-03,1.66,4,0,Low (<=180),1.9366666666666665,January,Wednesday,<50,3486.0
2429,Lovely 1-bedroom-heart of Astoria,6002245,Nicholas,Queens,Astoria,40.76062,-73.9175,Entire home/apt,80,70,44,2019-04-26,0.61,1,198,High (>180),1.6266666666666665,April,Friday,$50-100,40992.0
2430,"Private Room in Woodside, Queens: Good Deal!",2989617,Seth,Queens,Woodside,40.74265,-73.89781,Private room,79,2,61,2019-05-20,0.93,1,353,High (>180),2.4490000000000003,May,Monday,$50-100,1763.28
2431,"Sunny, Huge, Quiet Room Doorman Bld",7182180,Lee,Manhattan,Washington Heights,40.85704,-73.93789,Private room,82,1,6,2017-09-07,0.1,2,334,High (>180),0.2733333333333334,September,Thursday,$50-100,98.4
2432,"Doorman Bldg, Sunny, Huge, Quiet Rm",7182180,Lee,Manhattan,Washington Heights,40.85677,-73.93727,Private room,82,1,5,2015-06-28,0.07,2,311,High (>180),0.19133333333333336,June,Sunday,$50-100,68.88
2433,Garden duplx in beautiful brwnstne,4932354,Mitty,Brooklyn,Prospect Heights,40.67915,-73.97125,Entire home/apt,215,3,2,2018-08-16,0.09,4,189,High (>180),0.645,August,Thursday,$200-300,696.5999999999999
2434,Gorgeous Apt in Prime Williamsburg,7195403,Emily,Brooklyn,Williamsburg,40.71058,-73.96243,Entire home/apt,147,3,14,2019-03-11,0.2,2,0,Low (<=180),0.9800000000000001,March,Monday,$100-150,1058.4
2435,Gramercy apartment ,7165563,Raul,Manhattan,Kips Bay,40.74019,-73.98115,Entire home/apt,145,2,26,2019-06-01,0.43,1,269,High (>180),2.078333333333333,June,Saturday,$100-150,1496.4
2436,Sunny Private Room in Brooklyn ,7240751,Emily,Brooklyn,Crown Heights,40.67475,-73.9465,Private room,65,3,72,2017-07-01,1.22,1,157,Low (<=180),2.643333333333333,July,Saturday,$50-100,2854.8
2437,Peaceful Park Slope 2BR in 4BR dplx w/outdoor spce,514261,Vanessa,Brooklyn,South Slope,40.66701,-73.98703,Private room,78,3,24,2019-05-27,0.33,3,28,Low (<=180),0.8580000000000001,May,Monday,$50-100,926.64
2438,Luxury 1BR w/ Rooftop,7205838,Erik,Queens,Long Island City,40.76592,-73.93428,Entire home/apt,120,3,2,2016-05-29,0.05,1,0,Low (<=180),0.2,May,Sunday,$100-150,216.0
2439,Huge Gorgeous Park View Apartment!,3290436,Hadar,Brooklyn,Flatbush,40.65335,-73.96257,Entire home/apt,120,3,13,2016-08-27,0.28,2,327,High (>180),1.12,August,Saturday,$100-150,1209.6000000000001
2440,Sunny master bedroom Room in LowerEastSide/Nolita,5957620,Nami,Manhattan,Lower East Side,40.71925,-73.99123,Private room,95,1,86,2019-06-23,2.87,1,86,Low (<=180),9.088333333333333,June,Sunday,$50-100,3271.8
2441,Spacious Loft 5 min to Union Square,124357,Alex,Brooklyn,Williamsburg,40.71571,-73.95813,Private room,90,1,115,2019-05-21,1.63,3,359,High (>180),4.89,May,Tuesday,$50-100,1760.3999999999999
2442,"Garden, Private Deck, Williamsburg apartment",2014720,Amy,Brooklyn,Williamsburg,40.71276,-73.95022,Entire home/apt,95,25,11,2017-07-31,0.15,1,168,Low (<=180),0.47500000000000003,July,Monday,$50-100,4275.0
2443,Large private live/work space; garden & parking,7187069,Wendy,Brooklyn,Williamsburg,40.70392,-73.93635,Entire home/apt,100,7,41,2019-03-29,0.58,1,45,Low (<=180),1.9333333333333331,March,Friday,$50-100,4872.0
2444,"Studio Plus, Hilton Grand Vacation",7220851,Richard,Manhattan,Midtown,40.76417,-73.97704,Entire home/apt,350,6,3,2019-01-02,0.22,1,351,High (>180),2.5666666666666664,January,Wednesday,$300-500,5544.0
2445,ARTSY & CONVENIENT in Williamsburg.,2671491,Savannah,Brooklyn,Bedford-Stuyvesant,40.69811,-73.95557,Entire home/apt,188,3,38,2019-06-30,0.54,1,261,High (>180),3.3840000000000003,June,Sunday,$150-200,3654.7200000000003
2446,2 BED ROOM APT. IN A PRIVATE HOUSE,7027562,Deidra,Queens,Queens Village,40.72512,-73.73986,Private room,80,1,5,2019-07-01,0.07,1,363,High (>180),0.18666666666666668,July,Monday,$50-100,67.2
2447,Meatpacking District Large Loft,7125872,Joe,Manhattan,West Village,40.73896,-74.00522,Entire home/apt,175,4,5,2017-12-03,0.07,1,0,Low (<=180),0.4083333333333334,December,Sunday,$150-200,588.0000000000001
2448,Prime brownstone with lush backyard,671579,Karen,Brooklyn,Carroll Gardens,40.6838,-73.99849,Entire home/apt,495,7,4,2018-12-29,0.08,1,256,High (>180),1.32,December,Saturday,$300-500,3326.3999999999996
2449,Charming 2 Bedroom Little Italy Apt,4581902,Magi,Manhattan,Little Italy,40.71833,-73.99826,Entire home/apt,250,3,155,2019-06-22,2.18,1,159,Low (<=180),18.166666666666668,June,Saturday,$200-300,19620.000000000004
2450,Bright & cosy Williamsburg apt,4202236,John,Brooklyn,Williamsburg,40.71657,-73.9597,Entire home/apt,115,7,3,2013-11-21,0.04,1,0,Low (<=180),0.15333333333333332,November,Thursday,$100-150,386.40000000000003
2451,nice room in bedstuy J,6885157,Randy,Brooklyn,Bedford-Stuyvesant,40.68243,-73.95167,Private room,55,1,75,2019-06-13,1.04,15,285,High (>180),1.9066666666666665,June,Thursday,$50-100,686.4000000000001
2452,"Safe, Sunny, Quiet Chelsea Apt has Washer/Dryer",7245581,Michael,Manhattan,Chelsea,40.74913,-73.99575,Entire home/apt,93,39,25,2019-05-13,0.35,19,245,High (>180),1.085,May,Monday,$50-100,15233.399999999998
2453,"Safe,Sunny,SouthFacing Apt Near All",7245581,Michael,Manhattan,Chelsea,40.75032,-73.99676,Entire home/apt,93,120,34,2019-05-16,0.47,19,316,High (>180),1.4569999999999999,May,Thursday,$50-100,62942.399999999994
2454,"Charming, Quiet, & Clean 1BR APT",1673136,Erin,Manhattan,Chelsea,40.73981,-74.0016,Entire home/apt,199,3,35,2019-06-28,0.49,1,69,Low (<=180),3.250333333333333,June,Friday,$150-200,3510.3599999999997
2455,Chez Humphries,7236564,Heather,Brooklyn,Bedford-Stuyvesant,40.68608,-73.93478,Private room,70,2,6,2015-09-07,0.1,1,0,Low (<=180),0.23333333333333334,September,Monday,$50-100,168.0
2456,AMAZING 2BD COL CIRCLE/BRAND NEW ;),1475015,Mike,Manhattan,Upper West Side,40.76934,-73.9863,Entire home/apt,125,30,2,2018-10-13,0.04,52,282,High (>180),0.16666666666666666,October,Saturday,$100-150,1800.0
2457,Steps from Central Park,7273689,Olya,Manhattan,Upper East Side,40.77207,-73.95923,Entire home/apt,169,7,11,2019-01-05,0.2,1,24,Low (<=180),1.1266666666666667,January,Saturday,$150-200,2839.2000000000003
2458,Brooklyn duplex 10 mins to U Square,7281456,Fabiano,Brooklyn,Williamsburg,40.70816,-73.93931,Entire home/apt,150,2,24,2019-01-03,0.53,1,296,High (>180),2.65,January,Thursday,$100-150,1908.0
2459,Furnished Room + Bath in Hamiliton Heights,7281500,Christian,Manhattan,Harlem,40.82343,-73.94507,Private room,61,1,86,2019-06-30,1.83,1,233,High (>180),3.7210000000000005,June,Sunday,$50-100,1339.5600000000002
2460,Room2 in a Good Vibe Apartment,3239771,Olivia,Brooklyn,Crown Heights,40.67275,-73.95144,Private room,40,7,14,2019-03-02,0.2,2,221,High (>180),0.26666666666666666,March,Saturday,<50,672.0
2461,1 Bedroom Railroad in Williamsburg,5605755,Amith,Brooklyn,Williamsburg,40.71652,-73.94309,Entire home/apt,150,3,52,2019-04-22,0.72,1,342,High (>180),3.6,April,Monday,$100-150,3888.0
2462,Bedroom for 2 in 1896 townhouse,7308715,Brooke,Brooklyn,Fort Greene,40.69774,-73.97076,Private room,65,2,14,2019-05-31,0.2,1,275,High (>180),0.43333333333333335,May,Friday,$50-100,312.0
2463,Beautiful Central Harlem sleeps 4,7309232,London,Manhattan,Harlem,40.80861,-73.94574,Entire home/apt,190,3,123,2019-07-02,1.73,3,248,High (>180),10.956666666666667,July,Tuesday,$150-200,11833.2
2464,Bright Bohemian master bedroom in Williamsburg,7310886,Kristin,Brooklyn,Williamsburg,40.71101,-73.95164,Private room,79,2,11,2019-04-21,0.8,1,73,Low (<=180),2.106666666666667,April,Sunday,$50-100,1516.8000000000002
2465,3 bedroom duplex Brooklyn townhouse,2061760,Lise,Brooklyn,Bedford-Stuyvesant,40.69376,-73.93776,Entire home/apt,225,3,230,2019-07-01,3.31,1,259,High (>180),24.825000000000003,July,Monday,$200-300,26811.0
2466,Sweet Deal*Harlem2bdrm Apt #1/Sleeps4,7309232,London,Manhattan,Harlem,40.80862,-73.94516,Entire home/apt,185,3,141,2019-06-25,2.0,3,258,High (>180),12.333333333333334,June,Tuesday,$150-200,13320.0
2467,Light filled Brooklyn apartment with skyline view,1330500,Dayna,Brooklyn,Crown Heights,40.67421,-73.9504,Private room,100,2,8,2018-11-26,0.11,1,156,Low (<=180),0.36666666666666664,November,Monday,$50-100,264.0
2468,"Bright, Very Spacious, & Quiet Room in Manhattan",7320160,Smyles And Diara,Manhattan,Harlem,40.80887,-73.94756,Private room,85,2,146,2019-06-30,2.01,1,129,Low (<=180),5.694999999999999,June,Sunday,$50-100,4100.4
2469,"A Comfortable Room in a Great Location, Manhattan",5569141,Jiajia,Manhattan,Morningside Heights,40.80998,-73.95898,Private room,75,2,20,2019-06-07,0.33,1,29,Low (<=180),0.8250000000000001,June,Friday,$50-100,594.0
2470,Cozy room in Beautiful Williamsburg Appartment,2035472,Alessio,Brooklyn,Williamsburg,40.71449,-73.95905,Private room,85,3,2,2019-02-03,0.32,1,89,Low (<=180),0.9066666666666666,February,Sunday,$50-100,979.2
2471,English Basement Studio Apartment / private entry,7318649,Stacey & Anthony,Brooklyn,Bedford-Stuyvesant,40.68208,-73.93115,Entire home/apt,98,3,144,2019-06-23,2.87,1,249,High (>180),9.375333333333334,June,Sunday,$50-100,10125.36
2472,Charming New 3br House+bkyard BRKLN,6414252,Arza,Brooklyn,Kensington,40.64734,-73.97334,Entire home/apt,262,30,1,2015-04-03,0.02,1,16,Low (<=180),0.17466666666666666,April,Friday,$200-300,1886.4
2473,XLG Studio Apt w/TONS of Amenities,7341015,Aviva,Queens,Long Island City,40.74318,-73.95108,Entire home/apt,145,2,30,2018-09-03,0.42,1,278,High (>180),2.0300000000000002,September,Monday,$100-150,1461.6
2474,Spacious 1BR Midtown Manhattan w DM,7341851,Maya,Manhattan,Upper East Side,40.76178,-73.96713,Entire home/apt,280,2,7,2019-04-01,0.11,1,365,High (>180),1.0266666666666666,April,Monday,$200-300,739.2
2475,1BR East Village Duplex w/ Terrace,7021990,Tim & MaryAnn,Manhattan,East Village,40.72685,-73.97874,Entire home/apt,210,5,11,2019-06-11,0.18,1,8,Low (<=180),1.26,June,Tuesday,$200-300,2268.0
2476,Beautiful Authentic 1BR Apt with skylight near all,1631330,Irina,Brooklyn,Fort Greene,40.68842,-73.97781,Entire home/apt,70,15,2,2016-01-30,0.03,1,0,Low (<=180),0.07,January,Saturday,$50-100,378.0
2477,Great Flat in Historic Brownstone,7136700,Michelle,Brooklyn,Bedford-Stuyvesant,40.67927,-73.94252,Entire home/apt,100,3,162,2019-07-02,2.24,4,141,Low (<=180),7.466666666666668,July,Tuesday,$50-100,8064.000000000002
2478,Gorgeous spacious. 2 subways close,306394,Marialuisa,Brooklyn,Bedford-Stuyvesant,40.6842,-73.9177,Private room,59,1,123,2019-06-30,2.23,1,336,High (>180),4.385666666666666,June,Sunday,$50-100,1578.84
2479,Sunny 1 Bdrm ❤️ Private Bath ❤️ No Cleaning Fee,4783987,Kim,Manhattan,East Village,40.72758,-73.97762,Private room,199,1,141,2019-06-27,4.51,1,130,Low (<=180),29.91633333333333,June,Thursday,$150-200,10769.880000000001
2480,MIDTOWN EAST 1BR APARTMENT - NEW,1411399,Carlos,Manhattan,Midtown,40.75639,-73.96558,Entire home/apt,219,1,78,2019-06-22,1.1,5,301,High (>180),8.03,June,Saturday,$200-300,2890.8
2481,1 Bedroom in Sunny & Spacious Apt.,6776157,Giovanna,Brooklyn,Prospect Heights,40.67738,-73.96509,Private room,100,1,96,2019-06-28,1.36,2,333,High (>180),4.533333333333333,June,Friday,$50-100,1632.0
2482,Perfect in Park Slope: EZ 2 NYC,3599914,Daniel,Brooklyn,Park Slope,40.67274,-73.97339,Entire home/apt,175,30,58,2019-06-30,0.81,1,220,High (>180),4.7250000000000005,June,Sunday,$150-200,51030.0
2483,LUXMaster Suite 24hrDrm WestVillage,176903,Tana,Manhattan,West Village,40.73432,-74.00306,Private room,220,1,2,2013-10-09,0.03,2,364,High (>180),0.22,October,Wednesday,$200-300,79.19999999999999
2484,Renovated Big Private Room # 3,2712353,Masud,Brooklyn,Cypress Hills,40.68822,-73.8759,Private room,40,28,91,2019-06-24,1.25,4,325,High (>180),1.6666666666666665,June,Monday,<50,16800.0
2485,Vacation sublet in Brooklyn NY,7388499,Julia,Brooklyn,Park Slope,40.66945,-73.98157,Entire home/apt,140,2,24,2019-07-01,0.38,1,255,High (>180),1.7733333333333332,July,Monday,$100-150,1276.8000000000002
2486,Private room w Patio in Nolita,4194894,Esef,Manhattan,Nolita,40.72122,-73.99395,Private room,105,1,16,2019-06-19,0.23,2,308,High (>180),0.805,June,Wednesday,$100-150,289.8
2487,Charming WILLIAMSBURG 1 bdrm apt great location,3470583,Brandy,Brooklyn,Williamsburg,40.71327,-73.93979,Entire home/apt,110,10,6,2019-05-16,0.08,1,13,Low (<=180),0.29333333333333333,May,Thursday,$100-150,1056.0
2488,Brownstone - Garden level - 2 rooms,287122,Dominik,Brooklyn,Clinton Hill,40.69074,-73.96619,Entire home/apt,131,7,140,2019-06-25,1.94,1,32,Low (<=180),8.471333333333334,June,Tuesday,$100-150,21347.760000000002
